,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-0378,IFC,2022/06/10,2022/05/10,F0002-TSK-9017,Process Function Calculation Report (w/ TOC calculation & water quality analysis) for DWTS,0,C,"Process Function Calculation Report, Utility Consumption List, Process Flow Diagram w/ Heat & Material Balance for DWTS",TC0-1-KDM02-C0017,蕭舜予  Ext.:22121 ,R
1,TPC-TC(C0)-CD-22-0378,IFC,2022/06/10,2022/05/10,F0002-TSK-9018,Utility Consumption List for DWTS,0,C,"Process Function Calculation Report, Utility Consumption List, Process Flow Diagram w/ Heat & Material Balance for DWTS",TC0-1-KDM02-A0018,蕭舜予  Ext.:22121 ,I
2,TPC-TC(C0)-CD-22-0378,IFC,2022/06/10,2022/05/10,F0002-TSK-9020,Process Flow Diagram w/ Heat & Material Balance 1 for DWTS,0,C,"Process Function Calculation Report, Utility Consumption List, Process Flow Diagram w/ Heat & Material Balance for DWTS",TC0-1-KDM02-D0020,蕭舜予  Ext.:22121 ,I
3,TPC-TC(C0)-CD-22-0378,IFC,2022/06/10,2022/05/10,F0002-TSK-9021,Process Flow Diagram w/ Heat & Material Balance 2 for DWTS,0,C,"Process Function Calculation Report, Utility Consumption List, Process Flow Diagram w/ Heat & Material Balance for DWTS",TC0-1-KDM02-D0021,蕭舜予  Ext.:22121 ,I
4,TPC-TC(C0)-CD-22-0378,IFC,2022/06/10,2022/05/10,F0002-TSK-9022,Process Flow Diagram w/ Heat & Material Balance 3 for DWTS,0,C,"Process Function Calculation Report, Utility Consumption List, Process Flow Diagram w/ Heat & Material Balance for DWTS",TC0-1-KDM02-D0022,蕭舜予  Ext.:22121 ,I
